Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Elephant In The Room","Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107890165/elephant-in-the-room,3.3,-1,Sport,5.13b/c,1,85,40.00278,-105.38856
Vasoconstrictor,"Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107976631/vasoconstrictor,4.0,-1,Sport,5.13c,1,90,40.00278,-105.38856
"Erki Nool (WGA)","Upper East Face > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105759030/erki-nool-wga,3.4,-1,Sport,5.11d,1,90,40.0024,-105.3878
"Wake 'n Bake","Small Package Block > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764955/wake-n-bake,1.8,-1,Sport,5.10a,1,30,40.0025,-105.3878
"King of the Hill","Small Package Block > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105765075/king-of-the-hill,2.0,-1,Sport,5.13c,1,30,40.0025,-105.3878
"Of Human Bondage","Blob Slab > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107330676/of-human-bondage,1.8,-1,"Trad, Sport","5.10 X",1,100,40.0024,-105.3876
"A Hike for Y2K","Blob Slab > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758053/a-hike-for-y2k,2.2,-1,Sport,5.11c,1,120,40.0024,-105.3876
"The Young and the Rackless","Upper East Face > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762150/the-young-and-the-rackless,2.9,-1,Sport,5.9,4,300,40.00244,-105.38754
DH1?,"Upper East Face > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762552/dh1,1.4,-1,"Trad, Sport",5.9+,4,280,40.00244,-105.38754
"Long Live Rock","Upper East Face > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762705/long-live-rock,2.7,-1,"Trad, Sport",5.11a,1,100,40.00244,-105.38754
"The Ticket","Upper East Face > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756472/the-ticket,3.9,-1,Sport,5.12a,1,,40.00244,-105.38754
"The Enlightenment","Upper East Face > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756343/the-enlightenment,3.7,-1,Sport,5.13b,1,,40.00244,-105.38754
"Two Minute Warning","Little Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761760/two-minute-warning,1.5,-1,Sport,5.11c/d,1,40,40.0025,-105.3878
"Take Five","Little Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761694/take-five,1.9,-1,Sport,5.12a,1,50,40.0025,-105.3878
"Lost and Found","Little Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761697/lost-and-found,2.2,-1,Sport,5.12a,1,,40.0025,-105.3878
"Doctor Patient","Lower Boulder Falls > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105811217/doctor-patient,2.0,-1,Sport,5.11b,1,60,40.0064,-105.406
"Prodigal Summer","Lower Boulder Falls > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756886/prodigal-summer,3.5,-1,Sport,5.11c,1,90,40.0064,-105.406
"Crocodile Smile","Lower Boulder Falls > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757099/crocodile-smile,2.0,-1,Sport,5.11d,1,80,40.0064,-105.406
"Caffeine Buzz","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761433/caffeine-buzz,1.3,-1,Sport,5.8,1,,40.00668,-105.40689
"Mr. Sandman","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764985/mr-sandman,2.8,-1,Sport,5.10a,1,80,40.00668,-105.40689
"Bedtime Story","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756931/bedtime-story,1.8,-1,Sport,5.10b,1,90,40.00668,-105.40689
"Snooze Button","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756937/snooze-button,2.5,-1,Sport,5.10b,1,80,40.00668,-105.40689
"My Buddy","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760620/my-buddy,1.3,-1,Sport,5.10b,1,100,40.00668,-105.40689
"Wake Up Call","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758901/wake-up-call,2.4,-1,Sport,5.10b,1,60,40.00668,-105.40689
"Smell the Coffee","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758904/smell-the-coffee,2.4,-1,Sport,5.10b,1,60,40.00668,-105.40689
Napster,"Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758907/napster,2.2,-1,Sport,5.10b,1,40,40.00668,-105.40689
"The Daily Grind","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760599/the-daily-grind,2.2,-1,Sport,5.10d,1,70,40.00668,-105.40689
"Golden Slumber","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764982/golden-slumber,2.3,-1,"Trad, Sport",5.10d,1,80,40.00668,-105.40689
Opener,"Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106905569/opener,1.8,-1,Sport,5.10d,1,80,40.00668,-105.40689
"Tooth Fairy","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756427/tooth-fairy,2.0,-1,Sport,5.11b,1,,40.00668,-105.40689
"Sleepless in Boulder","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756106/sleepless-in-boulder,2.8,-1,Sport,5.11b,1,,40.00668,-105.40689
Morpheus,"Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756400/morpheus,2.6,-1,"Trad, Sport",5.11b,1,,40.00668,-105.40689
"The Bobsled","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755788/the-bobsled,2.6,-1,Sport,5.11d,1,,40.00668,-105.40689
"Bobsled Direct Start aka War Sled","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761415/bobsled-direct-start-aka-war-sled,2.4,-1,Sport,5.12b,1,80,40.00668,-105.40689
"Lucky Strikes","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755794/lucky-strikes,3.1,-1,Sport,5.12b,1,,40.00668,-105.40689
"The Art of Dreaming","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756103/the-art-of-dreaming,2.5,-1,Sport,5.12,1,,40.00668,-105.40689
"War On Freedom","Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106813728/war-on-freedom,3.1,-1,Sport,5.13a/b,1,80,40.00668,-105.40689
Lucky-Freedom,"Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113917886/lucky-freedom,3.0,-1,Sport,5.13a/b,1,70,40.00668,-105.40689
Rama,"Middle > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755818/rama,2.0,-1,"Trad, Sport",5.10b,1,,40.00677,-105.40642
"I Have  a Dream","Middle > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760740/i-have-a-dream,1.8,-1,"Sport, TR",5.11a,1,40,40.00677,-105.40642
"Lucid Dreaming","Middle > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755821/lucid-dreaming,3.7,-1,Sport,5.12c/d,1,,40.00677,-105.40642
"Sleep Deprivation","Right Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758110/sleep-deprivation,1.5,-1,"Sport, TR",5.10c,2,,40.00683,-105.40619
"Tooth and Nail","Right Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105759354/tooth-and-nail,2.1,-1,"Trad, Sport",5.11a/b,1,80,40.00683,-105.40619
"Counting Sheep","Right Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755839/counting-sheep,1.8,-1,"Trad, Sport",5.11b,1,,40.00683,-105.40619
Sominex,"Right Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755878/sominex,1.6,-1,"Trad, Sport",5.11b,2,,40.00683,-105.40619
"Boulder Quartz System","Right Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755836/boulder-quartz-system,3.1,-1,Sport,5.12a,1,75,40.00683,-105.40619
Cesspool,"Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107677833/cesspool,2.0,-1,"Trad, Sport",5.10a,1,,40.0069,-105.4058
"Bobby's Wall","Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106339607/bobbys-wall,3.6,-1,Sport,5.10c,1,70,40.0069,-105.4058
"Adam's Arete","Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106339621/adams-arete,3.3,-1,Sport,5.10c/d,1,70,40.0069,-105.4058
"The Coug","Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106308524/the-coug,2.3,-1,"Trad, Sport",5.10d,1,100,40.0069,-105.4058
"Diving For Kipper Snacks","Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105851137/diving-for-kipper-snacks,2.3,-1,"Trad, Sport",5.11a,1,90,40.0069,-105.4058
"Higher Rites","Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106140436/higher-rites,2.4,-1,Sport,5.11b,1,50,40.0069,-105.4058
"Black Pool","Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105851127/black-pool,2.8,-1,Sport,5.11c,1,,40.0069,-105.4058
"Black Pool Variation","Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105851132/black-pool-variation,3.0,-1,Sport,5.11c,1,,40.0069,-105.4058
Vishnu,"Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756127/vishnu,2.7,-1,Sport,5.11d,1,,40.0069,-105.4058
"Full Circle","Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761241/full-circle,3.0,-1,Sport,5.12b,1,70,40.0069,-105.4058
Oversleeping,"Nickel Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757405/oversleeping,2.0,-1,"Trad, Sport",5.10a,1,80,40.0069,-105.4058
"Eye Opener","Nickel Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757399/eye-opener,-1.0,-1,"Trad, Sport",5.11a,1,60,40.0069,-105.4058
"Bob the Builder","Nickel Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757402/bob-the-builder,-1.0,-1,Sport,5.11a,1,60,40.0069,-105.4058
"King Slopers","Nickel Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105855189/king-slopers,1.0,-1,Sport,5.11c,1,,40.0069,-105.4058
"Engineering Marvel","Nickel Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757408/engineering-marvel,2.0,-1,Sport,5.11c,1,40,40.0069,-105.4058
"Mine All Mine","Pin Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105759834/mine-all-mine,1.7,-1,Sport,5.10a,1,60,40.0072,-105.4043
"Sweetest Taboo","Pin Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757165/sweetest-taboo,-1.0,-1,"Trad, Sport","5.10+ R",1,80,40.0072,-105.4043
"Big Sky Arete","Pin Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764991/big-sky-arete,2.0,-1,Sport,5.11d,1,80,40.0072,-105.4043
"Big Sky Corner","Pin Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757084/big-sky-corner,3.8,-1,Sport,5.12d,1,90,40.0072,-105.4043
"Checkpoint Bravo (AKA Himmelbruch)","Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106304871/checkpoint-bravo-aka-himmelbruch,2.0,-1,Sport,5.10c/d,1,60,40.00752,-105.4056
Walpurgisnacht,"Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106241101/walpurgisnacht,2.3,-1,Sport,5.11-,1,80,40.00752,-105.4056
Dachau,"Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113854058/dachau,2.9,-1,Sport,5.11+,1,70,40.00752,-105.4056
"Fall of the Wall","Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105759732/fall-of-the-wall,2.9,-1,Sport,5.12b,1,80,40.00752,-105.4056
Waterboarding,"Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106294161/waterboarding,2.5,-1,Sport,5.12,1,90,40.00752,-105.4056
Irrigation,"Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106978498/irrigation,3.0,-1,Sport,5.12c,1,100,40.00752,-105.4056
Interrogation,"Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760023/interrogation,3.6,-1,Sport,5.12c/d,1,80,40.00752,-105.4056
"East Germany","Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105759747/east-germany,3.2,-1,Sport,5.12d,1,90,40.00752,-105.4056
"Eastern Promises","Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106304393/eastern-promises,2.7,-1,Sport,5.13c,1,75,40.00752,-105.4056
"Closed Open Space","Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758883/closed-open-space,1.3,-1,"Trad, Sport, TR",5.9,1,50,40.0073,-105.405
"The Titleist (aka The Alicia Golembeski Memorial Route)","Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105857677/the-titleist-aka-the-alicia-golembeski-memorial-route,3.0,-1,"Trad, Sport","5.11 PG13",2,190,40.0073,-105.405
"Leader of the Pack","Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756121/leader-of-the-pack,2.0,-1,"Trad, Sport, TR",5.11c/d,1,120,40.0073,-105.405
"On The Bough","Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758718/on-the-bough,2.0,-1,Sport,5.11d,1,70,40.0073,-105.405
"Angle of Repose","Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757711/angle-of-repose,3.7,-1,Sport,5.12a,2,180,40.0073,-105.405
Alpha-Bob,"Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764988/alpha-bob,2.9,-1,"Sport, TR",5.12a,1,60,40.0073,-105.405
Mordor,"Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105759618/mordor,3.2,-1,"Trad, Sport",5.12b/c,2,150,40.0073,-105.405
"Universal Crusher","Universal Crusher Rock > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760623/universal-crusher,1.7,-1,Sport,5.11a,1,50,40.0066,-105.4062
"Fly Off The Handle","Universal Crusher Rock > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105832571/fly-off-the-handle,2.2,-1,Sport,5.12,1,40,40.0066,-105.4062
"Flight of the Bumbly","Bhakti Point, Summit Knob > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105832567/flight-of-the-bumbly,2.0,-1,Sport,5.11c,1,70,40.0069,-105.4058
"English Immersion","Bhakti Point, Summit Knob > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105832562/english-immersion,2.0,-1,Sport,5.12a,1,70,40.0069,-105.4058
Parvati,"Krishna West > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113762208/parvati,1.5,-1,Sport,5.10c,1,80,40.00781,-105.40629
"Shiva The Destroyer","Krishna West > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113811934/shiva-the-destroyer,1.7,-1,Sport,5.11,1,80,40.00781,-105.40629
"Full Circle","Krishna West > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113578632/full-circle,3.0,-1,Sport,5.12b,1,70,40.00781,-105.40629
"Cave Traverse","Krishna West > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113812048/cave-traverse,2.0,-1,Sport,5.12b/c,1,45,40.00781,-105.40629
"West’s Dihedral","Hillbilly Rock  1 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120229099/wests-dihedral,1.5,-1,Sport,5.7,1,50,40.00425,-105.39831
Hoo-doggy,"Hillbilly Rock  1 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758425/hoo-doggy,1.9,-1,Sport,5.8,1,50,40.00425,-105.39831
"Square Dance","Hillbilly Rock  1 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758428/square-dance,1.6,-1,Sport,5.10a,1,50,40.00425,-105.39831
